      19        21   .2529796013515717E+01   .2555221737931957E+01
      19        22   .2373522249737722E+01   .2397377344099175E+01
      19        23   .4373906038085403E+01   .4417865997288731E+01
      19        24   .4368293788196941E+01   .4412197341461505E+01
      19        25   .5246418552689060E+01   .5299147702225327E+01
      19        26   .6347000840554532E+01   .6410791396543796E+01
      19        27   .7882486470016936E+01   .7961709430141247E+01
      19        28   .2683560804230076E+01   .2710531942257824E+01
      20        21   .2403354412066606E+01   .2427509334688545E+01
      20        22   .3015197590540297E+01   .3045501845345035E+01
      20        23   .3407695430932759E+01   .3441944486769071E+01
      20        24   .2423069598670246E+01   .2447422668849823E+01
      20        25   .3986328103656294E+01   .4026392709361567E+01
      20        26   .5118883912534061E+01   .5170331274686373E+01
      20        27   .6351497531291343E+01   .6415333281287888E+01
      20        40   .3364073713520562E+01   .3397884349120791E+01
      20        41   .3404736227668749E+01   .3438955542021446E+01
      20        42   .2761202900911119E+01   .2788954381125654E+01
      20        44   .3127350140294495E+01   .3158781584725351E+01
      21        22   .1743358259222705E+01   .1760879888010542E+01
      21        23   .3009132858482660E+01   .3039376159674880E+01
      21        24   .2660065929634079E+01   .2686800932335706E+01
      21        25   .2763003257327065E+01   .2790772832030578E+01
      21        26   .4422039850566701E+01   .4466483578834694E+01
      21        27   .5570609533973815E+01   .5626596966195460E+01
      22        23   .2349096434802113E+01   .2372706037418036E+01
      22        24   .3009535690102379E+01   .3039783039955319E+01
      22        25   .3665942871895306E+01   .3702787444615206E+01
      22        26   .4184885224232560E+01   .4226945429030283E+01
      22        27   .5899223876070474E+01   .5958514047982093E+01
      22        28   .2722858703642183E+01   .2750224805356825E+01
      23        24   .1743435203843261E+01   .1760957605963299E+01
      23        25   .2989047587443197E+01   .3019089021542757E+01
      23        26   .2172102014178894E+01   .2193932733699921E+01
      23        27   .4169526167324051E+01   .4211432005862137E+01
      23        48   .3211734064333470E+01   .3244013609712510E+01
      24        25   .2318787215334770E+01   .2342092195025631E+01
      24        26   .2787457083077692E+01   .2815472431049538E+01
      24        27   .4015538909038237E+01   .4055897098053647E+01
      24        45   .3221813723665599E+01   .3254194574698936E+01
      24        48   .2598766428519497E+01   .2624885340352980E+01
      25        26   .2781203293540401E+01   .2809155787776814E+01
      25        27   .2990800163835754E+01   .3020859212210985E+01
      25        45   .3002695369164179E+01   .3032873970345621E+01
      26        27   .2225758652684523E+01   .2248128648454092E+01
      26        50   .2828561164267090E+01   .2856989628962625E+01
      27        49   .3462529404929297E+01   .3497329569828961E+01
      27        50   .2897948695198037E+01   .2927074539536021E+01
      28        29   .2775096306436949E+01   .2802987422376346E+01
      28        30   .2268917393824638E+01   .2291721156685513E+01
      28        31   .4635091707830603E+01   .4681676714597027E+01
      28        32   .4453074806243434E+01   .4497830451451010E+01
      28        33   .6789369302814515E+01   .6857605884709332E+01
      28        34   .2686531490602708E+01   .2713532485525096E+01
      29        30   .3060224388831641E+01   .3090981185643159E+01
      29        31   .3148713951758716E+01   .3180360113257615E+01
      29        32   .4113823418670279E+01   .4155169416522029E+01
      29        33   .5794418153706204E+01   .5852654975308215E+01
      29        46   .3344209911174835E+01   .3377820905554348E+01
      29        47   .2781085645930376E+01   .2809036957749039E+01
      29        54   .2201607063033729E+01   .2223734323160032E+01
      30        31   .3622914721601930E+01   .3659326839734323E+01
      30        32   .2441877767211123E+01   .2466419868959862E+01
      30        33   .4714354321643631E+01   .4761735957610416E+01
      30        34   .2487054046457372E+01   .2512050192571794E+01
      30        39   .3384084799469425E+01   .3418096556564783E+01
      31        32   .4222901693148922E+01   .4265343982611488E+01
      31        33   .4905818931636182E+01   .4955124883390929E+01
      31        54   .2519432954059309E+01   .2544754524507229E+01
      32        33   .2496876516770505E+01   .2521971383660015E+01
      32        34   .3113542249592899E+01   .3144834917765957E+01
      32        35   .2974178726976573E+01   .3004070721537692E+01
      32        38   .3444076972136370E+01   .3478691680790356E+01
      32        39   .2953730437937758E+01   .2983416916892438E+01
      32        59   .3058172836842288E+01   .3088909014522766E+01
      33        59   .3046795480500785E+01   .3077417310018258E+01
      34        35   .2743729050033916E+01   .2771304909244021E+01
      34        36   .2373007490506512E+01   .2396857411278362E+01
      34        37   .3519997249998930E+01   .3555374995693146E+01
      34        38   .3489971305039629E+01   .3525047274860298E+01
      34        39   .2233786905682813E+01   .2256237589439551E+01
      34        40   .2728768057200903E+01   .2756193550895871E+01
      35        36   .3028887048075585E+01   .3059328888825135E+01
      35        37   .2558540111078970E+01   .2584254728156647E+01
      35        38   .2464900393525062E+01   .2489673884266773E+01
      35        39   .2845667549099860E+01   .2874267941580952E+01
      35        55   .3176132062745498E+01   .3208053790072725E+01
      35        57   .2408766769531661E+01   .2432976089072803E+01
      35        59   .2119718396391367E+01   .2141022634163401E+01
      35        60   .2635295746211419E+01   .2661781796090732E+01
      36        37   .1743121725525792E+01   .1760640977030813E+01
      36        38   .3039387783748559E+01   .3069935162181765E+01
      36        39   .2523442915938464E+01   .2548804788523440E+01
      36        40   .2640139496314538E+01   .2666674228322609E+01
      37        38   .2459850635709410E+01   .2484573373841068E+01
      37        39   .3039430778945291E+01   .3069978589501884E+01
      37        57   .3316830431300346E+01   .3350166248113672E+01
      38        39   .1743909857188724E+01   .1761437029814009E+01
      38        60   .2651422912324627E+01   .2678071048348047E+01
      40        41   .2449719083895130E+01   .2474339994826902E+01
      40        42   .2478285619132707E+01   .2503193638135090E+01
      40        43   .4948931184609464E+01   .4998670436226020E+01
      40        44   .4670331233435165E+01   .4717270415187159E+01
      40        45   .6769652205246590E+01   .6837690620377615E+01
      40        46   .2633056368557267E+01   .2659519911562984E+01
      41        42   .1743513848525441E+01   .1761037041064155E+01
      41        43   .2506940302440412E+01   .2532136315445917E+01
      41        44   .2765022289241080E+01   .2792812156232492E+01
      41        45   .5625236515027616E+01   .5681772975929261E+01
      42        43   .3393363773602826E+01   .3427468789062858E+01
      42        44   .2802383838805815E+01   .2830549208192646E+01
      42        45   .4551108756116473E+01   .4596849691908582E+01
      42        46   .2849816852009964E+01   .2878458947075671E+01
      42        48   .2974350313934121E+01   .3004244033030606E+01
      43        44   .2338296264377122E+01   .2361797319839280E+01
      43        45   .5298690201361086E+01   .5351944707300327E+01
      44        45   .3455823419968092E+01   .3490556186340504E+01
      46        47   .2317896218556815E+01   .2341192243281184E+01
      46        48   .2638509704359638E+01   .2665028056137493E+01
      46        49   .5519768652760732E+01   .5575245108513169E+01
      46        50   .6320361168477642E+01   .6383883982341789E+01
      46        51   .2396653153879388E+01   .2420740725480532E+01
      47        48   .2422561689617005E+01   .2446909655054718E+01
      47        49   .4469277344269429E+01   .4514195833146808E+01
      47        50   .4752193121075782E+01   .4799955056039585E+01
      47        51   .3076567766196614E+01   .3107488822184245E+01
      47        54   .2870703605390150E+01   .2899555622849820E+01
      48        49   .3091993541390408E+01   .3123069634190054E+01
      48        50   .3942572401364368E+01   .3982197240218018E+01
      49        50   .1723298708872024E+01   .1740618729073080E+01
      51        52   .2916849752729819E+01   .2946165562218119E+01
      51        53   .2499916380601561E+01   .2525041799654019E+01
      51        54   .4099894602303823E+01   .4141100608533923E+01
      51        55   .1798927655577065E+01   .1817007784793449E+01
      52        53   .3009454766232585E+01   .3039701302759866E+01
      52        54   .4598615042597062E+01   .4644833440501390E+01
      52        55   .3476618378539696E+01   .3511560144721999E+01
      53        54   .2705508979840942E+01   .2732700708090803E+01
      53        55   .3215067234133679E+01   .3247380279548421E+01
      53        59   .3270861959789804E+01   .3303735770306094E+01
      55        56   .2879261389662289E+01   .2908199417165201E+01
      55        57   .2248924522966473E+01   .2271527347403059E+01
      55        58   .3505552695367734E+01   .3540785266010915E+01
      55        59   .2859867381540622E+01   .2888610489491446E+01
      55        60   .4062201785977654E+01   .4103028960414494E+01
      55        61   .5551318740623706E+01   .5607112290653716E+01
      55        62   .5090996031230041E+01   .5142163106125674E+01
      55        63   .6270078631085895E+01   .6333096080117527E+01
      56        57   .3040347864965454E+01   .3070904892698567E+01
      56        58   .2631075477822716E+01   .2657519111878602E+01
      56        59   .3037877191395336E+01   .3068409387614374E+01
      56        60   .3627644781397435E+01   .3664104439013720E+01
      56        61   .3786563099962818E+01   .3824619966741797E+01
      56        62   .2703477360733761E+01   .2730648670188089E+01
      56        63   .3861002692306758E+01   .3899807714490554E+01
      57        58   .1744304924604638E+01   .1761836067856482E+01
      57        59   .2413088243309808E+01   .2437340995839527E+01
      57        60   .2531564820422342E+01   .2557008322239097E+01
      57        61   .3974764102434258E+01   .4014712484101447E+01
      57        62   .3960771174910260E+01   .4000578920606366E+01
      57        63   .5193115102710510E+01   .5245308525720865E+01
      58        59   .3034063404083700E+01   .3064557269818916E+01
      58        60   .2411941697056539E+01   .2436182926218796E+01
      58        61   .2608376978122606E+01   .2634592480821279E+01
      58        62   .2395679129182369E+01   .2419756911344607E+01
      58        63   .3807295473167269E+01   .3845560710741670E+01
      59        60   .1743489716058004E+01   .1761012666053263E+01
      59        61   .3732848102990534E+01   .3770365106988981E+01
      59        62   .4086260289066280E+01   .4127329263579541E+01
      59        63   .4556093866460612E+01   .4601884905123119E+01
      60        61   .2436315478340193E+01   .2460801676283565E+01
      60        62   .3407849547735350E+01   .3442100152523170E+01
      60        63   .3758887791621344E+01   .3796666507609008E+01
      61        62   .1771611105745277E+01   .1789416689874106E+01
      61        63   .1770629277968702E+01   .1788424994233743E+01
      62        63   .1770414841216604E+01   .1788208402284256E+01
